date,division,rain_sum
2014-09-19,Lankapura,0.0
2014-09-20,Lankapura,0.0
2014-09-21,Lankapura,0.1
2014-09-22,Lankapura,0.0
2014-09-23,Lankapura,0.0
2014-09-24,Lankapura,0.0
2014-09-25,Lankapura,0.2
2014-09-26,Lankapura,23.9
2014-09-27,Lankapura,3.3
2014-09-28,Lankapura,4.5
2014-09-29,Lankapura,13.1
2014-09-30,Lankapura,15.7
2014-10-01,Lankapura,7.9
2014-10-02,Lankapura,5.5
2014-10-03,Lankapura,11.7
2014-10-04,Lankapura,3.7
2014-10-05,Lankapura,1.1
2014-10-06,Lankapura,0.9
2014-10-07,Lankapura,1.5
2014-10-08,Lankapura,0.5
2014-10-09,Lankapura,0.0
2014-10-10,Lankapura,0.1
2014-10-11,Lankapura,0.0
2014-10-12,Lankapura,0.5
2014-10-13,Lankapura,0.0
2014-10-14,Lankapura,3.5
2014-10-15,Lankapura,2.0
2014-10-16,Lankapura,3.9
2014-10-17,Lankapura,11.5
2014-10-18,Lankapura,25.3
2014-10-19,Lankapura,27.5
2014-10-20,Lankapura,16.6
2014-10-21,Lankapura,17.1
2014-10-22,Lankapura,1.4
2014-10-23,Lankapura,15.4
2014-10-24,Lankapura,4.3
2014-10-25,Lankapura,10.2
2014-10-26,Lankapura,2.3
2014-10-27,Lankapura,0.9
2014-10-28,Lankapura,2.1
2014-10-29,Lankapura,10.8
2014-10-30,Lankapura,21.7
2014-10-31,Lankapura,4.1
2014-11-01,Lankapura,0.4
2014-11-02,Lankapura,3.2
2014-11-03,Lankapura,24.6
2014-11-04,Lankapura,9.4
2014-11-05,Lankapura,0.5
2014-11-06,Lankapura,0.0
2014-11-07,Lankapura,0.0
2014-11-08,Lankapura,0.0
2014-11-09,Lankapura,0.0
2014-11-10,Lankapura,0.1
2014-11-11,Lankapura,5.8
2014-11-12,Lankapura,14.8
2014-11-13,Lankapura,10.0
2014-11-14,Lankapura,1.6
2014-11-15,Lankapura,0.5
2014-11-16,Lankapura,1.0
2014-11-17,Lankapura,3.1
2014-11-18,Lankapura,9.0
2014-11-19,Lankapura,13.3
2014-11-20,Lankapura,25.7
2014-11-21,Lankapura,27.4
2014-11-22,Lankapura,24.0
2014-11-23,Lankapura,24.8
2014-11-24,Lankapura,3.6
2014-11-25,Lankapura,52.6
2014-11-26,Lankapura,27.6
2014-11-27,Lankapura,18.1
2014-11-28,Lankapura,15.8
2014-11-29,Lankapura,1.0
2014-11-30,Lankapura,0.0
2014-12-01,Lankapura,1.4
2014-12-02,Lankapura,7.8
2014-12-03,Lankapura,6.8
2014-12-04,Lankapura,0.0
2014-12-05,Lankapura,0.4
2014-12-06,Lankapura,9.5
2014-12-07,Lankapura,11.2
2014-12-08,Lankapura,17.0
2014-12-09,Lankapura,11.0
2014-12-10,Lankapura,14.8
2014-12-11,Lankapura,1.6
2014-12-12,Lankapura,7.3
2014-12-13,Lankapura,3.9
2014-12-14,Lankapura,2.3
2014-12-15,Lankapura,2.8
2014-12-16,Lankapura,3.0
2014-12-17,Lankapura,36.0
2014-12-18,Lankapura,21.4
2014-12-19,Lankapura,12.5
2014-12-20,Lankapura,62.6
2014-12-21,Lankapura,30.4
2014-12-22,Lankapura,134.5
2014-12-23,Lankapura,44.0
2014-12-24,Lankapura,32.1
2014-12-25,Lankapura,21.4
2014-12-26,Lankapura,40.8
2014-12-27,Lankapura,21.4
2014-12-28,Lankapura,22.1
2014-12-29,Lankapura,5.3
2014-12-30,Lankapura,1.1
2014-12-31,Lankapura,0.7
2014-07-01,Mahawilachchiya,0.3
2014-07-02,Mahawilachchiya,0.0
2014-07-03,Mahawilachchiya,0.0
2014-07-04,Mahawilachchiya,0.0
2014-07-05,Mahawilachchiya,0.2
2014-07-06,Mahawilachchiya,0.1
2014-07-07,Mahawilachchiya,0.0
2014-07-08,Mahawilachchiya,0.3
2014-07-09,Mahawilachchiya,0.3
2014-07-10,Mahawilachchiya,0.0
2014-07-11,Mahawilachchiya,0.0
2014-07-12,Mahawilachchiya,0.3
2014-07-13,Mahawilachchiya,0.3
2014-07-14,Mahawilachchiya,1.2
2014-07-15,Mahawilachchiya,0.2
2014-07-16,Mahawilachchiya,0.1
2014-07-17,Mahawilachchiya,0.0
2014-07-18,Mahawilachchiya,0.4
2014-07-19,Mahawilachchiya,0.0
2014-07-20,Mahawilachchiya,0.0
2014-07-21,Mahawilachchiya,0.0
2014-07-22,Mahawilachchiya,0.2
2014-07-23,Mahawilachchiya,0.0
2014-07-24,Mahawilachchiya,0.0
2014-07-25,Mahawilachchiya,0.0
2014-07-26,Mahawilachchiya,0.0
2014-07-27,Mahawilachchiya,0.2
2014-07-28,Mahawilachchiya,0.0
2014-07-29,Mahawilachchiya,0.0
2014-07-30,Mahawilachchiya,0.0
2014-07-31,Mahawilachchiya,0.0
2014-08-01,Mahawilachchiya,0.0
2014-08-02,Mahawilachchiya,0.4
2014-08-03,Mahawilachchiya,0.6
2014-08-04,Mahawilachchiya,0.0
2014-08-05,Mahawilachchiya,0.5
2014-08-06,Mahawilachchiya,0.0
2014-08-07,Mahawilachchiya,0.1
2014-08-08,Mahawilachchiya,0.4
2014-08-09,Mahawilachchiya,0.0
2014-08-10,Mahawilachchiya,0.9
2014-08-11,Mahawilachchiya,1.9
2014-08-12,Mahawilachchiya,2.4
2014-08-13,Mahawilachchiya,0.0
2014-08-14,Mahawilachchiya,0.2
2014-08-15,Mahawilachchiya,0.2
2014-08-16,Mahawilachchiya,0.0
2014-08-17,Mahawilachchiya,1.7
2014-08-18,Mahawilachchiya,3.5
2014-08-19,Mahawilachchiya,1.0
2014-08-20,Mahawilachchiya,0.3
2014-08-21,Mahawilachchiya,0.9
2014-08-22,Mahawilachchiya,18.1
2014-08-23,Mahawilachchiya,5.0
2014-08-24,Mahawilachchiya,0.7
2014-08-25,Mahawilachchiya,0.0
2014-08-26,Mahawilachchiya,0.0
2014-08-27,Mahawilachchiya,0.0
2014-08-28,Mahawilachchiya,0.9
2014-08-29,Mahawilachchiya,1.2
2014-08-30,Mahawilachchiya,1.3
2014-08-31,Mahawilachchiya,0.1
2014-09-01,Mahawilachchiya,0.8
2014-09-02,Mahawilachchiya,1.1
2014-09-03,Mahawilachchiya,2.1
2014-09-04,Mahawilachchiya,0.2
2014-09-05,Mahawilachchiya,0.4
2014-09-06,Mahawilachchiya,0.5
2014-09-07,Mahawilachchiya,0.4
2014-09-08,Mahawilachchiya,0.0
2014-09-09,Mahawilachchiya,0.0
2014-09-10,Mahawilachchiya,0.5
2014-09-11,Mahawilachchiya,0.2
2014-09-12,Mahawilachchiya,0.2
2014-09-13,Mahawilachchiya,0.5
2014-09-14,Mahawilachchiya,0.5
2014-09-15,Mahawilachchiya,3.3
2014-09-16,Mahawilachchiya,0.0
2014-09-17,Mahawilachchiya,0.0
2014-09-18,Mahawilachchiya,0.0
2014-09-19,Mahawilachchiya,0.0
2014-09-20,Mahawilachchiya,0.0
2014-09-21,Mahawilachchiya,0.1
2014-09-22,Mahawilachchiya,0.2
2014-09-23,Mahawilachchiya,0.2
2014-09-24,Mahawilachchiya,1.3
2014-09-25,Mahawilachchiya,23.3
2014-09-26,Mahawilachchiya,12.1
2014-09-27,Mahawilachchiya,13.1
2014-09-28,Mahawilachchiya,14.0
2014-09-29,Mahawilachchiya,30.6
2014-09-30,Mahawilachchiya,26.9
2014-10-01,Mahawilachchiya,13.2
2014-10-02,Mahawilachchiya,6.7
2014-10-03,Mahawilachchiya,0.9
2014-10-04,Mahawilachchiya,2.0
2014-10-05,Mahawilachchiya,0.6
2014-10-06,Mahawilachchiya,0.3
2014-10-07,Mahawilachchiya,5.0
2014-10-08,Mahawilachchiya,7.3
2014-10-09,Mahawilachchiya,15.4
2014-10-10,Mahawilachchiya,5.8
2014-10-11,Mahawilachchiya,0.0
2014-10-12,Mahawilachchiya,0.0
2014-10-13,Mahawilachchiya,0.1
2014-10-14,Mahawilachchiya,6.4
2014-10-15,Mahawilachchiya,10.3
2014-10-16,Mahawilachchiya,6.9
2014-10-17,Mahawilachchiya,23.9
2014-10-18,Mahawilachchiya,35.4
2014-10-19,Mahawilachchiya,17.3
2014-10-20,Mahawilachchiya,8.7
2014-10-21,Mahawilachchiya,9.2
2014-10-22,Mahawilachchiya,12.9
2014-10-23,Mahawilachchiya,7.5
2014-10-24,Mahawilachchiya,5.2
2014-10-25,Mahawilachchiya,10.2
2014-10-26,Mahawilachchiya,3.7
2014-10-27,Mahawilachchiya,3.8
2014-10-28,Mahawilachchiya,2.9
2014-10-29,Mahawilachchiya,1.9
2014-10-30,Mahawilachchiya,15.9
2014-10-31,Mahawilachchiya,8.6
2014-11-01,Mahawilachchiya,0.0
2014-11-02,Mahawilachchiya,2.5
2014-11-03,Mahawilachchiya,47.8
2014-11-04,Mahawilachchiya,4.4
2014-11-05,Mahawilachchiya,0.0
2014-11-06,Mahawilachchiya,0.0
2014-11-07,Mahawilachchiya,0.0
2014-11-08,Mahawilachchiya,0.0
2014-11-09,Mahawilachchiya,0.1
2014-11-10,Mahawilachchiya,0.3
2014-11-11,Mahawilachchiya,1.5
2014-11-12,Mahawilachchiya,10.4
2014-11-13,Mahawilachchiya,12.1
2014-11-14,Mahawilachchiya,5.4
2014-11-15,Mahawilachchiya,2.0
2014-11-16,Mahawilachchiya,3.0
2014-11-17,Mahawilachchiya,1.9
2014-11-18,Mahawilachchiya,5.0
2014-11-19,Mahawilachchiya,3.4
2014-11-20,Mahawilachchiya,19.5
2014-11-21,Mahawilachchiya,14.5
2014-11-22,Mahawilachchiya,17.3
2014-11-23,Mahawilachchiya,11.3
2014-11-24,Mahawilachchiya,2.2
2014-11-25,Mahawilachchiya,23.0
2014-11-26,Mahawilachchiya,9.1
2014-11-27,Mahawilachchiya,63.7
2014-11-28,Mahawilachchiya,30.0
2014-11-29,Mahawilachchiya,3.0
2014-11-30,Mahawilachchiya,7.9
2014-12-01,Mahawilachchiya,6.7
2014-12-02,Mahawilachchiya,4.7
2014-12-03,Mahawilachchiya,0.0
2014-12-04,Mahawilachchiya,0.0
2014-12-05,Mahawilachchiya,0.0
2014-12-06,Mahawilachchiya,1.9
2014-12-07,Mahawilachchiya,1.8
2014-12-08,Mahawilachchiya,7.3
2014-12-09,Mahawilachchiya,9.6
2014-12-10,Mahawilachchiya,7.1
2014-12-11,Mahawilachchiya,1.1
2014-12-12,Mahawilachchiya,5.4
2014-12-13,Mahawilachchiya,5.0
2014-12-14,Mahawilachchiya,0.0
2014-12-15,Mahawilachchiya,5.4
2014-12-16,Mahawilachchiya,6.1
2014-12-17,Mahawilachchiya,28.8
2014-12-18,Mahawilachchiya,6.5
2014-12-19,Mahawilachchiya,3.4
2014-12-20,Mahawilachchiya,24.1
2014-12-21,Mahawilachchiya,17.2
2014-12-22,Mahawilachchiya,38.0
2014-12-23,Mahawilachchiya,11.4
2014-12-24,Mahawilachchiya,12.6
2014-12-25,Mahawilachchiya,19.6
2014-12-26,Mahawilachchiya,8.0
2014-12-27,Mahawilachchiya,17.9
2014-12-28,Mahawilachchiya,15.1
2014-12-29,Mahawilachchiya,4.3
2014-12-30,Mahawilachchiya,0.0
2014-12-31,Mahawilachchiya,1.0
2014-07-01,Mihinthale,0.7
2014-07-02,Mihinthale,0.3
2014-07-03,Mihinthale,0.0
2014-07-04,Mihinthale,0.1
2014-07-05,Mihinthale,1.8
2014-07-06,Mihinthale,2.0
2014-07-07,Mihinthale,0.0
2014-07-08,Mihinthale,0.2
2014-07-09,Mihinthale,0.5
2014-07-10,Mihinthale,0.0
2014-07-11,Mihinthale,0.0
2014-07-12,Mihinthale,0.5
2014-07-13,Mihinthale,0.3
2014-07-14,Mihinthale,2.5
2014-07-15,Mihinthale,0.2
2014-07-16,Mihinthale,0.1
2014-07-17,Mihinthale,0.0
2014-07-18,Mihinthale,0.9
2014-07-19,Mihinthale,0.0
2014-07-20,Mihinthale,0.3
2014-07-21,Mihinthale,0.4
2014-07-22,Mihinthale,0.7
2014-07-23,Mihinthale,0.2
2014-07-24,Mihinthale,0.3
2014-07-25,Mihinthale,0.2
2014-07-26,Mihinthale,0.7
2014-07-27,Mihinthale,1.3
2014-07-28,Mihinthale,0.3
2014-07-29,Mihinthale,0.3
2014-07-30,Mihinthale,0.2
2014-07-31,Mihinthale,0.0
2014-08-01,Mihinthale,0.0
2014-08-02,Mihinthale,0.7
2014-08-03,Mihinthale,0.7
2014-08-04,Mihinthale,0.0
2014-08-05,Mihinthale,1.0
2014-08-06,Mihinthale,0.3
2014-08-07,Mihinthale,0.4
2014-08-08,Mihinthale,3.6
2014-08-09,Mihinthale,0.3
2014-08-10,Mihinthale,0.3
2014-08-11,Mihinthale,2.3
2014-08-12,Mihinthale,1.6
2014-08-13,Mihinthale,1.0
2014-08-14,Mihinthale,1.5
2014-08-15,Mihinthale,4.9
2014-08-16,Mihinthale,2.9
2014-08-17,Mihinthale,9.6
2014-08-18,Mihinthale,6.1
2014-08-19,Mihinthale,0.4
2014-08-20,Mihinthale,0.6
2014-08-21,Mihinthale,8.1
2014-08-22,Mihinthale,18.5
2014-08-23,Mihinthale,5.7
2014-08-24,Mihinthale,0.5
2014-08-25,Mihinthale,0.2
2014-08-26,Mihinthale,0.0
2014-08-27,Mihinthale,0.0
2014-08-28,Mihinthale,0.3
2014-08-29,Mihinthale,1.5
2014-08-30,Mihinthale,2.4
2014-08-31,Mihinthale,0.3
2014-09-01,Mihinthale,1.6
2014-09-02,Mihinthale,1.6
2014-09-03,Mihinthale,0.8
2014-09-04,Mihinthale,4.8
2014-09-05,Mihinthale,1.0
2014-09-06,Mihinthale,0.9
2014-09-07,Mihinthale,0.6
2014-09-08,Mihinthale,0.3
2014-09-09,Mihinthale,0.3
2014-09-10,Mihinthale,0.9
2014-09-11,Mihinthale,0.6
2014-09-12,Mihinthale,0.7
2014-09-13,Mihinthale,1.1
2014-09-14,Mihinthale,0.9
2014-09-15,Mihinthale,1.4
2014-09-16,Mihinthale,0.1
2014-09-17,Mihinthale,0.0
2014-09-18,Mihinthale,0.0
2014-09-19,Mihinthale,0.3
2014-09-20,Mihinthale,0.0
2014-09-21,Mihinthale,0.3
2014-09-22,Mihinthale,0.9
2014-09-23,Mihinthale,1.1
2014-09-24,Mihinthale,3.4
2014-09-25,Mihinthale,43.1
2014-09-26,Mihinthale,5.5
2014-09-27,Mihinthale,3.3
2014-09-28,Mihinthale,12.4
2014-09-29,Mihinthale,12.5
2014-09-30,Mihinthale,9.5
2014-10-01,Mihinthale,19.2
2014-10-02,Mihinthale,6.7
2014-10-03,Mihinthale,8.6
2014-10-04,Mihinthale,3.9
2014-10-05,Mihinthale,0.5
2014-10-06,Mihinthale,1.5
2014-10-07,Mihinthale,1.8
2014-10-08,Mihinthale,2.5
2014-10-09,Mihinthale,5.4
2014-10-10,Mihinthale,1.8
2014-10-11,Mihinthale,0.0
2014-10-12,Mihinthale,0.3
2014-10-13,Mihinthale,0.3
2014-10-14,Mihinthale,10.5
2014-10-15,Mihinthale,4.2
2014-10-16,Mihinthale,10.2
2014-10-17,Mihinthale,19.0
2014-10-18,Mihinthale,23.1
2014-10-19,Mihinthale,19.1
2014-10-20,Mihinthale,20.0
2014-10-21,Mihinthale,14.9
2014-10-22,Mihinthale,17.8
2014-10-23,Mihinthale,7.4
2014-10-24,Mihinthale,3.1
2014-10-25,Mihinthale,22.1
2014-10-26,Mihinthale,4.8
2014-10-27,Mihinthale,4.0
2014-10-28,Mihinthale,4.6
2014-10-29,Mihinthale,3.2
2014-10-30,Mihinthale,22.3
2014-10-31,Mihinthale,11.0
2014-11-01,Mihinthale,0.0
2014-11-02,Mihinthale,8.6
2014-11-03,Mihinthale,33.4
2014-11-04,Mihinthale,9.3
2014-11-05,Mihinthale,0.3
2014-11-06,Mihinthale,0.0
2014-11-07,Mihinthale,0.0
2014-11-08,Mihinthale,0.0
2014-11-09,Mihinthale,0.5
2014-11-10,Mihinthale,0.4
2014-11-11,Mihinthale,0.6
2014-11-12,Mihinthale,6.5
2014-11-13,Mihinthale,14.5
2014-11-14,Mihinthale,7.3
2014-11-15,Mihinthale,0.7
2014-11-16,Mihinthale,4.4
2014-11-17,Mihinthale,2.0
2014-11-18,Mihinthale,3.4
2014-11-19,Mihinthale,7.5
2014-11-20,Mihinthale,17.2
2014-11-21,Mihinthale,24.4
2014-11-22,Mihinthale,22.3
2014-11-23,Mihinthale,19.5
2014-11-24,Mihinthale,2.2
2014-11-25,Mihinthale,30.5
2014-11-26,Mihinthale,19.0
2014-11-27,Mihinthale,25.5
2014-11-28,Mihinthale,26.1
2014-11-29,Mihinthale,1.9
2014-11-30,Mihinthale,2.5
2014-12-01,Mihinthale,3.5
2014-12-02,Mihinthale,5.2
2014-12-03,Mihinthale,4.8
2014-12-04,Mihinthale,0.0
2014-12-05,Mihinthale,2.2
2014-12-06,Mihinthale,11.6
2014-12-07,Mihinthale,7.4
2014-12-08,Mihinthale,11.5
2014-12-09,Mihinthale,10.2
2014-12-10,Mihinthale,11.9
2014-12-11,Mihinthale,1.3
2014-12-12,Mihinthale,7.9
2014-12-13,Mihinthale,7.2
2014-12-14,Mihinthale,0.5
2014-12-15,Mihinthale,4.6
2014-12-16,Mihinthale,8.0
2014-12-17,Mihinthale,28.9
2014-12-18,Mihinthale,15.7
2014-12-19,Mihinthale,5.7
2014-12-20,Mihinthale,37.2
2014-12-21,Mihinthale,16.6
2014-12-22,Mihinthale,79.3
2014-12-23,Mihinthale,15.8
2014-12-24,Mihinthale,10.6
2014-12-25,Mihinthale,22.6
2014-12-26,Mihinthale,19.8
2014-12-27,Mihinthale,10.2
2014-12-28,Mihinthale,14.8
2014-12-29,Mihinthale,5.7
2014-12-30,Mihinthale,1.1
2014-12-31,Mihinthale,1.1
2014-07-01,Morawewa,0.4
2014-07-02,Morawewa,0.2
2014-07-03,Morawewa,0.0
2014-07-04,Morawewa,0.1
2014-07-05,Morawewa,6.6
2014-07-06,Morawewa,7.5
2014-07-07,Morawewa,0.0
2014-07-08,Morawewa,0.0
2014-07-09,Morawewa,0.0
2014-07-10,Morawewa,0.0
2014-07-11,Morawewa,0.0
2014-07-12,Morawewa,0.1
2014-07-13,Morawewa,0.5
2014-07-14,Morawewa,1.1
2014-07-15,Morawewa,0.7
2014-07-16,Morawewa,0.0
2014-07-17,Morawewa,0.0
2014-07-18,Morawewa,0.5
2014-07-19,Morawewa,0.0
2014-07-20,Morawewa,0.0
2014-07-21,Morawewa,0.6
2014-07-22,Morawewa,0.4
2014-07-23,Morawewa,0.2
2014-07-24,Morawewa,0.0
2014-07-25,Morawewa,0.0
2014-07-26,Morawewa,3.7
2014-07-27,Morawewa,0.5
2014-07-28,Morawewa,0.3
2014-07-29,Morawewa,0.2
2014-07-30,Morawewa,0.1
2014-07-31,Morawewa,0.0
2014-08-01,Morawewa,0.0
2014-08-02,Morawewa,1.3
2014-08-03,Morawewa,0.6
2014-08-04,Morawewa,0.0
2014-08-05,Morawewa,0.6
2014-08-06,Morawewa,0.2
2014-08-07,Morawewa,4.6
2014-08-08,Morawewa,5.4
2014-08-09,Morawewa,0.9
2014-08-10,Morawewa,4.3
2014-08-11,Morawewa,0.2
2014-08-12,Morawewa,1.4
2014-08-13,Morawewa,0.2
2014-08-14,Morawewa,3.5
2014-08-15,Morawewa,3.8
2014-08-16,Morawewa,11.2
2014-08-17,Morawewa,18.2
2014-08-18,Morawewa,24.1
2014-08-19,Morawewa,0.4
2014-08-20,Morawewa,3.6
2014-08-21,Morawewa,3.1
2014-08-22,Morawewa,12.7
2014-08-23,Morawewa,0.5
2014-08-24,Morawewa,0.3
2014-08-25,Morawewa,0.2
2014-08-26,Morawewa,0.0
2014-08-27,Morawewa,0.0
2014-08-28,Morawewa,0.0
2014-08-29,Morawewa,0.1
2014-08-30,Morawewa,0.0
2014-08-31,Morawewa,0.0
2014-09-01,Morawewa,0.3
2014-09-02,Morawewa,1.0
2014-09-03,Morawewa,0.2
2014-09-04,Morawewa,2.7
2014-09-05,Morawewa,0.8
2014-09-06,Morawewa,0.3
2014-09-07,Morawewa,0.3
2014-09-08,Morawewa,0.3
2014-09-09,Morawewa,0.3
2014-09-10,Morawewa,0.0
2014-09-11,Morawewa,3.7
2014-09-12,Morawewa,1.9
2014-09-13,Morawewa,0.8
2014-09-14,Morawewa,2.3
2014-09-15,Morawewa,0.3
2014-09-16,Morawewa,0.2
2014-09-17,Morawewa,0.0
2014-09-18,Morawewa,0.1
2014-09-19,Morawewa,0.5
2014-09-20,Morawewa,0.2
2014-09-21,Morawewa,0.6
2014-09-22,Morawewa,0.0
2014-09-23,Morawewa,0.8
2014-09-24,Morawewa,1.7
2014-09-25,Morawewa,1.3
2014-09-26,Morawewa,26.1
2014-09-27,Morawewa,3.7
2014-09-28,Morawewa,5.0
2014-09-29,Morawewa,5.8
2014-09-30,Morawewa,8.2
2014-10-01,Morawewa,1.9
2014-10-02,Morawewa,3.9
2014-10-03,Morawewa,13.1
2014-10-04,Morawewa,0.9
2014-10-05,Morawewa,0.1
2014-10-06,Morawewa,1.5
2014-10-07,Morawewa,2.3
2014-10-08,Morawewa,0.1
2014-10-09,Morawewa,4.0
2014-10-10,Morawewa,0.5
2014-10-11,Morawewa,0.0
2014-10-12,Morawewa,0.6
2014-10-13,Morawewa,0.0
2014-10-14,Morawewa,8.6
2014-10-15,Morawewa,2.6
2014-10-16,Morawewa,14.4
2014-10-17,Morawewa,10.3
2014-10-18,Morawewa,38.3
2014-10-19,Morawewa,30.1
2014-10-20,Morawewa,21.9
2014-10-21,Morawewa,9.5
2014-10-22,Morawewa,0.6
2014-10-23,Morawewa,22.2
2014-10-24,Morawewa,5.2
2014-10-25,Morawewa,8.3
2014-10-26,Morawewa,1.5
2014-10-27,Morawewa,1.5
2014-10-28,Morawewa,3.3
2014-10-29,Morawewa,6.4
2014-10-30,Morawewa,10.1
2014-10-31,Morawewa,8.7
2014-11-01,Morawewa,0.7
2014-11-02,Morawewa,3.5
2014-11-03,Morawewa,27.4
2014-11-04,Morawewa,6.5
2014-11-05,Morawewa,0.2
2014-11-06,Morawewa,0.0
2014-11-07,Morawewa,0.0
2014-11-08,Morawewa,0.0
2014-11-09,Morawewa,0.0
2014-11-10,Morawewa,0.9
2014-11-11,Morawewa,2.6
2014-11-12,Morawewa,11.5
2014-11-13,Morawewa,12.7
2014-11-14,Morawewa,5.8
2014-11-15,Morawewa,2.5
2014-11-16,Morawewa,2.6
2014-11-17,Morawewa,3.7
2014-11-18,Morawewa,6.0
2014-11-19,Morawewa,10.4
2014-11-20,Morawewa,29.4
2014-11-21,Morawewa,38.3
2014-11-22,Morawewa,24.1
2014-11-23,Morawewa,5.8
2014-11-24,Morawewa,3.0
2014-11-25,Morawewa,50.2
2014-11-26,Morawewa,24.5
2014-11-27,Morawewa,30.6
2014-11-28,Morawewa,20.6
2014-11-29,Morawewa,1.8
2014-11-30,Morawewa,4.2
2014-12-01,Morawewa,2.1
2014-12-02,Morawewa,12.0
2014-12-03,Morawewa,5.1
2014-12-04,Morawewa,0.1
2014-12-05,Morawewa,3.1
2014-12-06,Morawewa,14.4
2014-12-07,Morawewa,9.4
2014-12-08,Morawewa,12.2
2014-12-09,Morawewa,9.0
2014-12-10,Morawewa,9.4
2014-12-11,Morawewa,0.4
2014-12-12,Morawewa,9.4
2014-12-13,Morawewa,3.4
2014-12-14,Morawewa,2.8
2014-12-15,Morawewa,2.8
2014-12-16,Morawewa,5.2
2014-12-17,Morawewa,29.5
2014-12-18,Morawewa,15.0
2014-12-19,Morawewa,9.7
2014-12-20,Morawewa,73.7
2014-12-21,Morawewa,31.7
2014-12-22,Morawewa,122.6
2014-12-23,Morawewa,25.3
2014-12-24,Morawewa,32.3
2014-12-25,Morawewa,14.4
2014-12-26,Morawewa,36.7
2014-12-27,Morawewa,30.5
2014-12-28,Morawewa,18.1
2014-12-29,Morawewa,15.9
2014-12-30,Morawewa,0.3
2014-12-31,Morawewa,0.9
2014-07-01,Musali,0.2
2014-07-02,Musali,0.0
2014-07-03,Musali,0.0
2014-07-04,Musali,0.0
2014-07-05,Musali,0.0
2014-07-06,Musali,0.3
2014-07-07,Musali,0.0
2014-07-08,Musali,1.0
2014-07-09,Musali,0.4
2014-07-10,Musali,0.3
2014-07-11,Musali,0.0
2014-07-12,Musali,0.4
2014-07-13,Musali,0.7
2014-07-14,Musali,0.0
2014-07-15,Musali,0.0
2014-07-16,Musali,0.0
2014-07-17,Musali,0.0
2014-07-18,Musali,0.0
2014-07-19,Musali,0.0
2014-07-20,Musali,0.2
2014-07-21,Musali,0.0
2014-07-22,Musali,0.0
2014-07-23,Musali,0.0
2014-07-24,Musali,0.0
2014-07-25,Musali,0.0
2014-07-26,Musali,0.0
2014-07-27,Musali,0.0
2014-07-28,Musali,0.0
2014-07-29,Musali,0.0
2014-07-30,Musali,0.0
2014-07-31,Musali,0.0
2014-08-01,Musali,0.0
2014-08-02,Musali,0.6
2014-08-03,Musali,0.0
2014-08-04,Musali,0.0
2014-08-05,Musali,0.0
2014-08-06,Musali,0.0
2014-08-07,Musali,0.1
2014-08-08,Musali,0.1
2014-08-09,Musali,0.0
2014-08-10,Musali,2.6
2014-08-11,Musali,1.8
2014-08-12,Musali,2.4
2014-08-13,Musali,0.0
2014-08-14,Musali,0.0
2014-08-15,Musali,0.0
2014-08-16,Musali,0.1
2014-08-17,Musali,0.0
2014-08-18,Musali,3.1
2014-08-19,Musali,0.6
2014-08-20,Musali,0.2
2014-08-21,Musali,0.5
2014-08-22,Musali,17.8
2014-08-23,Musali,5.7
2014-08-24,Musali,0.3
2014-08-25,Musali,0.0
2014-08-26,Musali,0.0
2014-08-27,Musali,0.0
2014-08-28,Musali,0.0
2014-08-29,Musali,0.5
2014-08-30,Musali,0.0
2014-08-31,Musali,0.0
2014-09-01,Musali,0.2
2014-09-02,Musali,0.9
2014-09-03,Musali,2.0
2014-09-04,Musali,0.2
2014-09-05,Musali,0.4
2014-09-06,Musali,0.2
2014-09-07,Musali,0.0
2014-09-08,Musali,0.0
2014-09-09,Musali,0.0
2014-09-10,Musali,0.3
2014-09-11,Musali,0.0
2014-09-12,Musali,0.0
2014-09-13,Musali,0.0
2014-09-14,Musali,0.3
2014-09-15,Musali,4.0
2014-09-16,Musali,0.0
2014-09-17,Musali,0.0
2014-09-18,Musali,0.0
2014-09-19,Musali,0.0
2014-09-20,Musali,0.0
2014-09-21,Musali,0.0
2014-09-22,Musali,0.4
2014-09-23,Musali,0.2
2014-09-24,Musali,1.5
2014-09-25,Musali,28.1
2014-09-26,Musali,10.7
2014-09-27,Musali,11.2
2014-09-28,Musali,14.7
2014-09-29,Musali,18.2
2014-09-30,Musali,49.1
2014-10-01,Musali,8.5
2014-10-02,Musali,6.4
2014-10-03,Musali,0.2
2014-10-04,Musali,0.3
2014-10-05,Musali,0.1
2014-10-06,Musali,1.2
2014-10-07,Musali,5.2
2014-10-08,Musali,10.9
2014-10-09,Musali,15.9
2014-10-10,Musali,4.9
2014-10-11,Musali,0.3
2014-10-12,Musali,0.0
2014-10-13,Musali,0.0
2014-10-14,Musali,3.7
2014-10-15,Musali,5.3
2014-10-16,Musali,6.5
2014-10-17,Musali,29.2
2014-10-18,Musali,31.3
2014-10-19,Musali,14.5
2014-10-20,Musali,7.8
2014-10-21,Musali,8.2
2014-10-22,Musali,3.9
2014-10-23,Musali,11.1
2014-10-24,Musali,4.2
2014-10-25,Musali,10.4
2014-10-26,Musali,2.3
2014-10-27,Musali,5.0
2014-10-28,Musali,3.1
2014-10-29,Musali,1.8
2014-10-30,Musali,13.1
2014-10-31,Musali,8.6
2014-11-01,Musali,0.0
2014-11-02,Musali,1.5
2014-11-03,Musali,46.6
2014-11-04,Musali,7.8
